"Date","Price","Open","High","Low","Vol.","Change %"
"05/18/2025","106,510.0","103,140.0","106,580.0","103,140.0","0.51K","3.27%"
"05/17/2025","103,140.0","103,450.0","103,670.0","102,630.0","0.18K","-0.30%"
"05/16/2025","103,450.0","103,700.0","104,510.0","103,110.0","0.19K","-0.24%"
"05/15/2025","103,700.0","103,550.0","104,160.0","101,440.0","0.35K","0.14%"
"05/14/2025","103,550.0","104,160.0","104,300.0","102,590.0","0.21K","-0.59%"
"05/13/2025","104,160.0","102,860.0","104,980.0","101,500.0","0.37K","1.26%"
"05/12/2025","102,860.0","104,090.0","105,660.0","100,870.0","0.76K","-1.18%"
"05/11/2025","104,090.0","104,780.0","104,880.0","103,320.0","0.67K","-0.56%"
"05/10/2025","104,680.0","102,940.0","104,920.0","102,800.0","0.68K","1.69%"
"05/09/2025","102,940.0","103,290.0","104,330.0","102,360.0","0.79K","-0.30%"
"05/08/2025","103,250.0","97,121.0","103,850.0","96,980.0","1.29K","6.31%"
"05/07/2025","97,119.0","96,933.0","97,840.0","95,944.0","0.46K","0.19%"
"05/06/2025","96,933.0","94,990.0","96,999.0","93,664.0","0.61K","2.05%"
"05/05/2025","94,990.0","94,704.0","95,407.0","93,988.0","2.41K","0.30%"
"05/04/2025","94,704.0","96,065.0","96,439.0","94,703.0","2.94K","-1.42%"
"05/03/2025","96,065.0","96,887.0","96,945.0","96,065.0","1.06K","-0.85%"
"05/02/2025","96,887.0","96,467.0","97,915.0","96,381.0","0.36K","0.44%"
"05/01/2025","96,467.0","94,309.0","97,474.0","94,294.0","0.53K","2.29%"
"04/30/2025","94,309.0","94,451.0","95,285.0","93,439.0","1.14K","-0.15%"
"04/29/2025","94,451.0","95,046.0","95,531.0","94,012.0","0.50K","-0.63%"
"04/28/2025","95,046.0","93,784.0","95,550.0","93,033.0","1.34K","1.35%"
"04/27/2025","93,784.0","94,693.0","95,369.0","93,738.0","0.40K","-0.96%"
"04/26/2025","94,693.0","94,707.0","95,228.0","94,083.0","0.31K","-0.01%"
"04/25/2025","94,702.0","93,940.0","95,800.0","92,921.0","0.71K","0.81%"
"04/24/2025","93,940.0","93,639.0","94,000.0","91,760.0","0.34K","0.32%"
"04/23/2025","93,639.0","93,303.0","94,415.0","91,919.0","1.30K","0.36%"
"04/22/2025","93,303.0","87,473.0","93,821.0","87,061.0","1.04K","6.66%"
"04/21/2025","87,473.0","85,019.0","88,345.0","84,940.0","0.92K","2.89%"
"04/20/2025","85,019.0","84,931.0","85,187.0","83,817.0","0.28K","0.10%"
"04/19/2025","84,934.0","84,363.0","85,522.0","84,311.0","0.35K","0.68%"
"04/18/2025","84,363.0","84,827.0","85,009.0","84,233.0","0.53K","-0.55%"
"04/17/2025","84,827.0","84,021.0","85,378.0","83,678.0","0.65K","0.96%"
"04/16/2025","84,021.0","83,667.0","85,451.0","83,112.0","0.34K","0.42%"
"04/15/2025","83,667.0","84,544.0","86,446.0","83,604.0","0.22K","-1.04%"
"04/14/2025","84,544.0","83,676.0","85,727.0","83,676.0","0.18K","1.03%"
"04/13/2025","83,683.0","85,259.0","85,911.0","83,006.0","0.29K","-1.85%"
"04/12/2025","85,259.0","83,372.0","85,832.0","82,762.0","0.19K","2.26%"
"04/11/2025","83,372.0","79,519.0","84,232.0","78,915.0","0.43K","4.80%"
"04/10/2025","79,553.0","82,542.0","82,699.0","78,499.0","0.81K","-3.62%"
"04/09/2025","82,542.0","76,332.0","83,582.0","74,636.0","1.88K","8.14%"
"04/08/2025","76,332.0","79,161.0","80,901.0","76,260.0","0.76K","-3.60%"
"04/07/2025","79,181.0","78,441.0","81,100.0","74,508.0","2.30K","0.94%"
"04/06/2025","78,441.0","83,598.0","83,807.0","77,178.0","1.33K","-6.17%"
"04/05/2025","83,598.0","83,841.0","84,219.0","82,425.0","0.50K","-0.29%"
"04/04/2025","83,841.0","83,191.0","84,695.0","81,634.0","0.75K","0.78%"
"04/03/2025","83,191.0","82,517.0","83,890.0","81,316.0","0.70K","0.85%"
"04/02/2025","82,493.0","85,197.0","88,461.0","82,335.0","0.64K","-3.17%"
"04/01/2025","85,197.0","82,673.0","85,535.0","82,571.0","0.47K","3.05%"
"03/31/2025","82,673.0","82,552.0","83,989.0","81,442.0","0.77K","0.15%"
"03/30/2025","82,553.0","82,866.0","83,697.0","81,754.0","0.77K","-0.37%"
"03/29/2025","82,861.0","84,573.0","84,779.0","81,861.0","0.54K","-2.02%"
"03/28/2025","84,573.0","87,317.0","87,578.0","83,773.0","1.23K","-3.14%"
"03/27/2025","87,317.0","87,094.0","87,934.0","85,919.0","0.20K","0.26%"
"03/26/2025","87,089.0","87,611.0","88,400.0","86,057.0","0.80K","-0.63%"
"03/25/2025","87,641.0","87,603.0","88,651.0","86,453.0","0.55K","0.03%"
"03/24/2025","87,614.0","86,267.0","88,860.0","85,714.0","0.34K","1.58%"
"03/23/2025","86,251.0","83,919.0","86,288.0","83,919.0","0.18K","2.78%"
"03/22/2025","83,919.0","84,144.0","84,594.0","83,791.0","0.09K","-0.27%"
"03/21/2025","84,144.0","84,296.0","84,932.0","83,311.0","0.31K","-0.18%"
"03/20/2025","84,296.0","87,048.0","87,621.0","83,783.0","0.41K","-3.14%"
"03/19/2025","87,029.0","82,933.0","87,182.0","82,774.0","0.67K","4.93%"
"03/18/2025","82,942.0","84,240.0","84,240.0","81,366.0","1.24K","-1.54%"
"03/17/2025","84,240.0","82,759.0","84,905.0","82,746.0","0.59K","1.79%"
"03/16/2025","82,759.0","84,536.0","85,179.0","82,191.0","0.33K","-2.10%"
"03/15/2025","84,536.0","84,207.0","84,911.0","83,832.0","0.34K","0.39%"
"03/14/2025","84,207.0","81,289.0","85,473.0","81,024.0","1.16K","3.59%"
"03/13/2025","81,289.0","83,856.0","84,490.0","80,101.0","0.44K","-3.06%"
"03/12/2025","83,856.0","83,163.0","84,600.0","80,881.0","1.11K","0.86%"
"03/11/2025","83,142.0","78,807.0","83,808.0","77,041.0","1.82K","5.60%"
"03/10/2025","78,734.0","80,893.0","84,045.0","77,793.0","2.39K","-2.67%"
"03/09/2025","80,893.0","86,494.0","86,823.0","80,259.0","1.59K","-6.47%"
"03/08/2025","86,493.0","87,042.0","87,140.0","85,495.0","0.87K","-0.60%"
"03/07/2025","87,014.0","90,120.0","91,379.0","85,141.0","1.43K","-3.45%"
"03/06/2025","90,120.0","90,848.0","92,997.0","88,071.0","0.58K","-0.80%"
"03/05/2025","90,848.0","87,470.0","91,190.0","86,632.0","0.97K","3.86%"
"03/04/2025","87,472.0","86,478.0","89,168.0","81,740.0","2.30K","1.15%"
"03/03/2025","86,475.0","94,488.0","94,620.0","85,428.0","1.72K","-8.48%"
"03/02/2025","94,487.0","86,397.0","95,283.0","85,368.0","2.33K","9.38%"
"03/01/2025","86,382.0","84,641.0","86,818.0","84,116.0","1.55K","2.02%"
